appid,name,genre_category,discount_start,discount_end,discount_pct,duration_days,before_daily_avg,during_daily_avg,after_daily_avg,reaction_rate,sustained_rate,is_seasonal_sale,total_reviews,price_usd,is_multiplayer,days_since_release
1057090,Ori and the Will of the Wisps,Adventure,2024-09-20,2024-09-27,67,6,21.43,33.29,31.86,0.553,0.4863,False,136690,29.99,False,1655
1057090,Ori and the Will of the Wisps,Adventure,2024-11-27,2024-12-04,67,6,16.73,38.0,28.07,1.2709,0.6776,True,136690,29.99,False,1723
1057090,Ori and the Will of the Wisps,Adventure,2024-12-20,2025-01-02,67,13,27.43,40.08,29.29,0.4609,0.0675,True,136690,29.99,False,1746
1057090,Ori and the Will of the Wisps,Adventure,2025-01-20,2025-02-03,75,13,33.53,38.0,32.29,0.1332,-0.0372,True,136690,29.99,False,1777
1057090,Ori and the Will of the Wisps,Adventure,2025-03-05,2025-03-13,67,8,27.57,32.88,38.36,0.1926,0.3914,True,136690,29.99,False,1821
1057090,Ori and the Will of the Wisps,Adventure,2025-03-14,2025-03-20,67,5,26.8,47.17,28.29,0.76,0.0554,True,136690,29.99,False,1830
1057090,Ori and the Will of the Wisps,Adventure,2025-04-24,2025-05-08,67,14,21.93,32.36,29.71,0.4752,0.3548,False,136690,29.99,False,1871
1057090,Ori and the Will of the Wisps,Adventure,2025-06-07,2025-06-16,67,8,24.23,29.44,28.21,0.215,0.1643,False,136690,29.99,False,1915
1057090,Ori and the Will of the Wisps,Adventure,2025-06-27,2025-07-10,67,13,25.67,30.0,26.57,0.1688,0.0353,True,136690,29.99,False,1935
1057090,Ori and the Will of the Wisps,Adventure,2025-09-29,2025-10-06,75,7,23.87,44.29,32.71,0.8555,0.3707,False,136690,29.99,False,2029
1057090,Ori and the Will of the Wisps,Adventure,2025-11-21,2025-12-02,75,11,17.13,39.45,32.86,1.3028,0.9177,True,136690,29.99,False,2082
1057090,Ori and the Will of the Wisps,Adventure,2025-12-18,2026-01-05,75,17,32.87,32.22,24.71,-0.0196,-0.248,True,136690,29.99,False,2109
1057090,Ori and the Will of the Wisps,Adventure,2026-01-21,2026-02-02,67,12,28.03,23.42,18.71,-0.1647,-0.3324,False,136690,29.99,False,2143
1057090,Ori and the Will of the Wisps,Adventure,2026-03-19,2026-03-26,75,7,16.37,25.14,21.0,0.5362,0.2831,False,136690,29.99,False,2200
1057090,Ori and the Will of the Wisps,Adventure,2026-04-16,2026-04-30,75,13,20.3,23.36,19.86,0.1506,-0.0218,False,136690,29.99,False,2228
294100,RimWorld,Strategy/Simulation,2024-10-04,2024-10-18,20,14,49.97,62.21,55.71,0.2451,0.115,False,210517,34.99,False,2179
294100,RimWorld,Strategy/Simulation,2024-11-27,2024-12-04,20,6,48.53,331.57,57.93,5.8318,0.1936,True,210517,34.99,False,2233
294100,RimWorld,Strategy/Simulation,2024-12-19,2025-01-02,20,13,119.33,70.5,67.57,-0.4092,-0.4338,True,210517,34.99,False,2255
294100,RimWorld,Strategy/Simulation,2025-01-23,2025-02-06,20,14,68.4,76.29,66.43,0.1153,-0.0288,True,210517,34.99,False,2290
294100,RimWorld,Strategy/Simulation,2025-03-13,2025-03-20,20,6,60.4,73.43,74.21,0.2157,0.2287,True,210517,34.99,False,2339
294100,RimWorld,Strategy/Simulation,2025-03-24,2025-04-07,20,14,63.37,75.86,60.86,0.1971,-0.0396,False,210517,34.99,False,2350
294100,RimWorld,Strategy/Simulation,2025-05-14,2025-05-21,20,6,55.5,67.0,62.43,0.2072,0.1248,False,210517,34.99,False,2401
294100,RimWorld,Strategy/Simulation,2025-06-27,2025-07-24,20,27,77.33,155.7,126.5,1.0134,0.6358,True,210517,34.99,False,2445
294100,RimWorld,Strategy/Simulation,2025-09-29,2025-10-06,20,6,61.6,67.86,66.57,0.1016,0.0807,False,210517,34.99,False,2539
294100,RimWorld,Strategy/Simulation,2025-10-10,2025-10-24,20,14,63.2,65.07,59.5,0.0296,-0.0585,False,210517,34.99,False,2550
294100,RimWorld,Strategy/Simulation,2025-11-24,2025-12-01,20,6,58.93,452.43,73.0,6.677,0.2387,True,210517,34.99,False,2595
294100,RimWorld,Strategy/Simulation,2025-12-18,2026-01-05,20,17,155.57,84.33,78.29,-0.4579,-0.4968,True,210517,34.99,False,2619
294100,RimWorld,Strategy/Simulation,2026-02-10,2026-02-24,20,13,67.67,76.29,71.5,0.1274,0.0567,False,210517,34.99,False,2673
294100,RimWorld,Strategy/Simulation,2026-03-19,2026-03-26,20,7,72.2,70.43,74.29,-0.0245,0.0289,False,210517,34.99,False,2710
294100,RimWorld,Strategy/Simulation,2026-04-17,2026-04-24,20,7,70.83,63.43,66.29,-0.1045,-0.0642,False,210517,34.99,False,2739
582010,Monster Hunter: World,Action,2024-12-19,2025-01-02,67,13,179.03,144.79,122.21,-0.1913,-0.3174,True,493390,29.99,True,2325
582010,Monster Hunter: World,Action,2025-01-27,2025-02-10,67,14,122.2,152.93,163.21,0.2515,0.3356,True,493390,29.99,True,2364
582010,Monster Hunter: World,Action,2025-04-23,2025-05-06,67,13,79.33,112.54,88.64,0.4186,0.1173,False,493390,29.99,True,2450
582010,Monster Hunter: World,Action,2025-06-05,2025-06-20,67,14,76.3,106.53,100.64,0.3962,0.319,False,493390,29.99,True,2493
582010,Monster Hunter: World,Action,2025-06-27,2025-07-10,67,13,93.43,102.77,79.93,0.0999,-0.1445,True,493390,29.99,True,2515
582010,Monster Hunter: World,Action,2025-08-11,2025-08-24,67,12,65.97,79.23,71.43,0.2011,0.0828,False,493390,29.99,True,2560
582010,Monster Hunter: World,Action,2025-09-23,2025-10-06,67,13,58.73,75.54,61.0,0.2861,0.0386,False,493390,29.99,True,2603
582010,Monster Hunter: World,Action,2025-10-29,2025-11-11,67,12,65.4,69.23,61.64,0.0586,-0.0574,False,493390,29.99,True,2639
582010,Monster Hunter: World,Action,2025-12-11,2026-01-05,67,25,62.3,83.72,71.93,0.3438,0.1546,True,493390,29.99,True,2682
582010,Monster Hunter: World,Action,2026-02-12,2026-02-26,67,14,49.93,68.86,56.71,0.379,0.1358,False,493390,29.99,True,2745
582010,Monster Hunter: World,Action,2026-04-01,2026-04-15,74,14,52.43,115.5,85.14,1.2028,0.6238,False,493390,29.99,True,2793
435150,Divinity: Original Sin 2,RPG,2024-06-27,2024-07-11,70,13,27.6,40.07,32.21,0.4519,0.1672,True,190124,44.99,True,2478
435150,Divinity: Original Sin 2,RPG,2024-09-05,2024-09-09,70,4,29.33,47.25,43.86,0.6108,0.4951,False,190124,44.99,True,2548
435150,Divinity: Original Sin 2,RPG,2024-11-27,2024-12-04,70,6,22.03,45.86,52.64,1.0813,1.3892,True,190124,44.99,True,2631
435150,Divinity: Original Sin 2,RPG,2024-12-19,2025-01-02,70,13,42.07,53.21,49.5,0.265,0.1767,True,190124,44.99,True,2653
435150,Divinity: Original Sin 2,RPG,2025-02-10,2025-02-17,70,6,33.0,35.86,38.29,0.0866,0.1602,False,190124,44.99,True,2706
435150,Divinity: Original Sin 2,RPG,2025-03-13,2025-03-20,70,6,34.4,34.86,33.07,0.0133,-0.0386,True,190124,44.99,True,2737
435150,Divinity: Original Sin 2,RPG,2025-06-02,2025-06-09,70,7,23.53,34.57,33.07,0.469,0.4053,False,190124,44.99,True,2818
435150,Divinity: Original Sin 2,RPG,2025-06-27,2025-07-10,70,13,30.43,38.46,30.57,0.2638,0.0045,True,190124,44.99,True,2843
435150,Divinity: Original Sin 2,RPG,2025-09-29,2025-10-06,70,6,19.87,27.86,28.57,0.4022,0.4382,False,190124,44.99,True,2937
435150,Divinity: Original Sin 2,RPG,2025-12-18,2026-01-05,75,18,36.5,111.5,82.36,2.0548,1.2564,True,190124,44.99,True,3017
435150,Divinity: Original Sin 2,RPG,2026-02-02,2026-02-09,75,7,73.63,81.57,61.0,0.1078,-0.1716,False,190124,44.99,True,3063
435150,Divinity: Original Sin 2,RPG,2026-03-19,2026-03-26,75,6,40.2,35.86,37.0,-0.108,-0.0796,False,190124,44.99,True,3108
435150,Divinity: Original Sin 2,RPG,2026-04-13,2026-04-20,75,6,34.37,32.43,32.36,-0.0564,-0.0585,False,190124,44.99,True,3133
1794680,Vampire Survivors,Casual/Lightweight,2024-06-27,2024-07-11,25,14,42.23,56.0,50.5,0.326,0.1957,True,250334,4.99,True,616
1794680,Vampire Survivors,Casual/Lightweight,2024-08-08,2024-08-15,25,7,49.13,52.57,57.64,0.07,0.1732,False,250334,4.99,True,658
1794680,Vampire Survivors,Casual/Lightweight,2024-10-21,2024-11-04,25,14,34.97,108.29,94.71,2.0968,1.7087,False,250334,4.99,True,732
1794680,Vampire Survivors,Casual/Lightweight,2024-11-27,2024-12-04,25,6,91.07,540.57,63.5,4.936,-0.3027,True,250334,4.99,True,769
1794680,Vampire Survivors,Casual/Lightweight,2024-12-20,2025-01-02,30,13,170.27,74.08,56.29,-0.5649,-0.6694,True,250334,4.99,True,792
1794680,Vampire Survivors,Casual/Lightweight,2025-02-10,2025-02-17,25,6,41.47,42.71,40.71,0.0301,-0.0181,False,250334,4.99,True,844
1794680,Vampire Survivors,Casual/Lightweight,2025-03-13,2025-03-20,25,6,39.43,50.71,43.5,0.2861,0.1031,True,250334,4.99,True,875
1794680,Vampire Survivors,Casual/Lightweight,2025-04-08,2025-04-15,20,7,42.53,75.71,50.79,0.7801,0.194,False,250334,4.99,True,901
1794680,Vampire Survivors,Casual/Lightweight,2025-05-26,2025-06-02,20,6,31.87,45.71,36.64,0.4345,0.1499,False,250334,4.99,True,949
1794680,Vampire Survivors,Casual/Lightweight,2025-06-27,2025-07-10,25,13,37.2,41.77,35.86,0.1228,-0.0361,True,250334,4.99,True,981
1794680,Vampire Survivors,Casual/Lightweight,2025-07-16,2025-07-21,20,4,37.47,37.2,30.57,-0.0071,-0.184,False,250334,4.99,True,1000
1794680,Vampire Survivors,Casual/Lightweight,2025-09-29,2025-10-06,25,7,29.33,48.29,41.64,0.6461,0.4196,False,250334,4.99,True,1075
1794680,Vampire Survivors,Casual/Lightweight,2025-10-21,2025-11-04,30,14,41.27,96.0,68.57,1.3263,0.6617,False,250334,4.99,True,1097
1794680,Vampire Survivors,Casual/Lightweight,2025-12-18,2026-01-05,25,18,55.5,49.56,42.29,-0.1071,-0.2381,True,250334,4.99,True,1155
1794680,Vampire Survivors,Casual/Lightweight,2026-02-09,2026-02-23,20,13,33.77,39.21,33.86,0.1613,0.0027,False,250334,4.99,True,1208
1794680,Vampire Survivors,Casual/Lightweight,2026-03-19,2026-03-26,25,7,32.9,30.43,29.07,-0.0751,-0.1164,False,250334,4.99,True,1246
1794680,Vampire Survivors,Casual/Lightweight,2026-04-20,2026-04-27,30,6,28.43,51.86,45.57,0.8238,0.6027,False,250334,4.99,True,1278
255710,Cities: Skylines,Strategy/Simulation,2024-05-19,2024-05-23,70,3,49.6,61.75,50.57,0.245,0.0196,False,275770,29.99,False,3358
255710,Cities: Skylines,Strategy/Simulation,2024-06-27,2024-07-11,70,13,45.77,69.93,53.0,0.5279,0.158,True,275770,29.99,False,3397
255710,Cities: Skylines,Strategy/Simulation,2024-10-24,2024-11-07,75,13,33.43,69.43,54.14,1.0766,0.6194,False,275770,29.99,False,3516
255710,Cities: Skylines,Strategy/Simulation,2024-11-27,2024-12-04,90,6,56.37,176.14,105.71,2.1249,0.8755,True,275770,29.99,False,3550
255710,Cities: Skylines,Strategy/Simulation,2024-12-19,2025-01-02,70,13,103.07,81.5,58.57,-0.2092,-0.4317,True,275770,29.99,False,3572
255710,Cities: Skylines,Strategy/Simulation,2025-03-13,2025-03-31,90,17,60.6,144.89,76.79,1.3909,0.2671,True,275770,29.99,False,3656
255710,Cities: Skylines,Strategy/Simulation,2025-05-08,2025-05-15,70,6,49.43,50.57,40.5,0.023,-0.1807,False,275770,29.99,False,3712
255710,Cities: Skylines,Strategy/Simulation,2025-06-26,2025-07-10,70,13,39.13,59.43,47.21,0.5186,0.2065,True,275770,29.99,False,3761
255710,Cities: Skylines,Strategy/Simulation,2025-09-29,2025-10-06,70,6,34.07,44.57,36.14,0.3084,0.0609,False,275770,29.99,False,3856
255710,Cities: Skylines,Strategy/Simulation,2025-12-18,2026-01-05,70,18,31.73,49.11,37.36,0.5476,0.1772,True,275770,29.99,False,3936
255710,Cities: Skylines,Strategy/Simulation,2026-03-05,2026-03-12,90,6,36.67,179.71,96.29,3.9013,1.626,False,275770,29.99,False,4013
255710,Cities: Skylines,Strategy/Simulation,2026-03-19,2026-03-26,70,6,90.6,73.71,52.79,-0.1864,-0.4174,False,275770,29.99,False,4027
255710,Cities: Skylines,Strategy/Simulation,2026-04-30,2026-05-07,70,7,39.93,48.0,35.57,0.202,-0.1092,False,275770,29.99,False,4069
