appid,name,genre_category,discount_start,discount_end,discount_pct,duration_days
632360,Risk of Rain 2,Casual/Lightweight,2025-08-21,2025-09-04,67,14
632360,Risk of Rain 2,Casual/Lightweight,2025-09-29,2025-10-20,67,20
632360,Risk of Rain 2,Casual/Lightweight,2025-11-20,2025-12-04,67,13
632360,Risk of Rain 2,Casual/Lightweight,2025-12-18,2026-01-05,67,17
632360,Risk of Rain 2,Casual/Lightweight,2026-02-05,2026-02-19,67,13
632360,Risk of Rain 2,Casual/Lightweight,2026-03-19,2026-03-26,67,6
632360,Risk of Rain 2,Casual/Lightweight,2026-04-09,2026-04-21,67,11
1118200,People Playground,Casual/Lightweight,2024-06-27,2024-07-11,50,14
1118200,People Playground,Casual/Lightweight,2024-12-19,2025-01-02,50,13
1118200,People Playground,Casual/Lightweight,2025-03-13,2025-03-20,25,6
1118200,People Playground,Casual/Lightweight,2025-06-28,2025-07-10,85,12
1118200,People Playground,Casual/Lightweight,2025-12-18,2026-01-05,90,17
1145360,Hades,Casual/Lightweight,2024-06-27,2024-07-11,60,14
1145360,Hades,Casual/Lightweight,2024-10-31,2024-11-07,60,7
1145360,Hades,Casual/Lightweight,2024-11-27,2024-12-04,60,6
1145360,Hades,Casual/Lightweight,2024-12-12,2024-12-18,60,5
1145360,Hades,Casual/Lightweight,2024-12-20,2025-01-02,60,13
1145360,Hades,Casual/Lightweight,2025-01-30,2025-02-06,60,7
1145360,Hades,Casual/Lightweight,2025-03-13,2025-03-20,60,6
1145360,Hades,Casual/Lightweight,2025-06-26,2025-07-10,66,13
1145360,Hades,Casual/Lightweight,2025-09-17,2025-09-25,75,7
1145360,Hades,Casual/Lightweight,2025-09-29,2025-10-06,75,6
1145360,Hades,Casual/Lightweight,2025-10-27,2025-11-03,66,7
1145360,Hades,Casual/Lightweight,2025-12-18,2026-01-05,70,17
1145360,Hades,Casual/Lightweight,2026-02-17,2026-02-24,65,7
1145360,Hades,Casual/Lightweight,2026-03-19,2026-03-26,75,7
1145360,Hades,Casual/Lightweight,2026-04-14,2026-04-28,75,14
391540,Undertale,Casual/Lightweight,2024-05-30,2024-06-06,75,6
391540,Undertale,Casual/Lightweight,2024-06-27,2024-07-11,75,13
391540,Undertale,Casual/Lightweight,2024-10-28,2024-11-11,70,13
391540,Undertale,Casual/Lightweight,2024-11-27,2024-12-04,75,6
391540,Undertale,Casual/Lightweight,2024-12-11,2025-01-02,75,22
391540,Undertale,Casual/Lightweight,2025-01-18,2025-02-01,75,14
391540,Undertale,Casual/Lightweight,2025-03-13,2025-03-20,90,6
391540,Undertale,Casual/Lightweight,2025-04-12,2025-04-26,70,13
391540,Undertale,Casual/Lightweight,2025-05-27,2025-06-10,75,14
391540,Undertale,Casual/Lightweight,2025-06-27,2025-07-24,75,27
391540,Undertale,Casual/Lightweight,2025-09-06,2025-09-20,75,14
391540,Undertale,Casual/Lightweight,2025-09-29,2025-10-06,75,6
391540,Undertale,Casual/Lightweight,2025-10-20,2025-11-03,75,13
391540,Undertale,Casual/Lightweight,2025-12-04,2026-01-05,75,32
391540,Undertale,Casual/Lightweight,2026-01-17,2026-01-31,75,14
391540,Undertale,Casual/Lightweight,2026-03-02,2026-03-16,75,13
391540,Undertale,Casual/Lightweight,2026-03-19,2026-03-26,75,6
391540,Undertale,Casual/Lightweight,2026-04-15,2026-04-29,75,13
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2024-06-20,2024-07-14,50,23
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2024-09-12,2024-09-19,40,7
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2024-11-06,2024-11-10,40,4
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2024-11-27,2024-12-04,40,6
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2024-12-12,2024-12-19,50,7
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2024-12-19,2025-01-02,50,13
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2025-03-13,2025-03-20,40,6
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2025-06-20,2025-07-10,50,20
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2025-09-22,2025-10-06,40,14
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2025-11-26,2025-12-10,50,13
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2025-12-18,2026-01-05,50,17
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2026-03-19,2026-03-26,50,6
261550,Mount & Blade II: Bannerlord,Casual/Lightweight,2026-04-20,2026-04-27,50,6
1326470,Sons Of The Forest,Casual/Lightweight,2024-05-27,2024-06-03,30,7
1326470,Sons Of The Forest,Casual/Lightweight,2024-06-27,2024-07-11,33,13
1326470,Sons Of The Forest,Casual/Lightweight,2024-10-28,2024-11-04,45,7
1326470,Sons Of The Forest,Casual/Lightweight,2024-11-27,2024-12-04,45,6
1326470,Sons Of The Forest,Casual/Lightweight,2024-12-19,2025-01-02,50,13
1326470,Sons Of The Forest,Casual/Lightweight,2025-03-13,2025-03-20,50,6
1326470,Sons Of The Forest,Casual/Lightweight,2025-04-03,2025-04-10,60,7
1326470,Sons Of The Forest,Casual/Lightweight,2025-06-26,2025-07-10,66,13
1326470,Sons Of The Forest,Casual/Lightweight,2025-09-29,2025-10-06,67,7
1326470,Sons Of The Forest,Casual/Lightweight,2025-10-27,2025-11-03,68,7
1326470,Sons Of The Forest,Casual/Lightweight,2025-12-18,2026-01-05,69,18
1326470,Sons Of The Forest,Casual/Lightweight,2026-03-19,2026-03-26,70,7
1144200,Ready or Not,Casual/Lightweight,2024-05-23,2024-05-30,40,7
1144200,Ready or Not,Casual/Lightweight,2024-06-27,2024-07-11,33,13
1144200,Ready or Not,Casual/Lightweight,2024-09-09,2024-09-16,33,7
1144200,Ready or Not,Casual/Lightweight,2024-10-22,2024-10-23,40,1
1144200,Ready or Not,Casual/Lightweight,2024-10-28,2024-11-03,40,6
1144200,Ready or Not,Casual/Lightweight,2024-11-27,2024-12-04,33,6
1144200,Ready or Not,Casual/Lightweight,2024-12-20,2025-01-02,50,13
1144200,Ready or Not,Casual/Lightweight,2025-01-13,2025-01-20,40,7
1144200,Ready or Not,Casual/Lightweight,2025-02-24,2025-03-03,40,7
1144200,Ready or Not,Casual/Lightweight,2025-03-13,2025-03-20,50,6
1144200,Ready or Not,Casual/Lightweight,2025-04-12,2025-04-19,50,6
1144200,Ready or Not,Casual/Lightweight,2025-05-19,2025-05-26,40,7
1144200,Ready or Not,Casual/Lightweight,2025-06-26,2025-07-10,50,13
1144200,Ready or Not,Casual/Lightweight,2025-08-27,2025-09-06,40,9
1144200,Ready or Not,Casual/Lightweight,2025-09-29,2025-10-06,50,6
1144200,Ready or Not,Casual/Lightweight,2025-11-21,2025-12-01,40,9
1144200,Ready or Not,Casual/Lightweight,2025-12-18,2026-01-05,40,17
1144200,Ready or Not,Casual/Lightweight,2026-02-05,2026-02-15,40,9
1144200,Ready or Not,Casual/Lightweight,2026-03-19,2026-03-26,50,6
1144200,Ready or Not,Casual/Lightweight,2026-04-17,2026-04-27,50,10
526870,Satisfactory,Casual/Lightweight,2024-06-19,2024-07-11,50,22
526870,Satisfactory,Casual/Lightweight,2024-09-10,2024-09-24,10,14
526870,Satisfactory,Casual/Lightweight,2024-11-27,2024-12-04,20,6
526870,Satisfactory,Casual/Lightweight,2024-12-13,2025-01-02,20,20
526870,Satisfactory,Casual/Lightweight,2025-03-13,2025-03-31,30,17
526870,Satisfactory,Casual/Lightweight,2025-06-05,2025-06-12,30,7
526870,Satisfactory,Casual/Lightweight,2025-06-27,2025-07-10,30,13
526870,Satisfactory,Casual/Lightweight,2025-07-14,2025-07-21,30,7
526870,Satisfactory,Casual/Lightweight,2025-08-25,2025-09-01,30,6
526870,Satisfactory,Casual/Lightweight,2025-09-29,2025-10-06,30,6
526870,Satisfactory,Casual/Lightweight,2025-10-20,2025-10-27,30,7
526870,Satisfactory,Casual/Lightweight,2025-12-01,2025-12-08,30,7
526870,Satisfactory,Casual/Lightweight,2025-12-18,2026-01-05,30,17
526870,Satisfactory,Casual/Lightweight,2026-03-05,2026-03-26,30,20
526870,Satisfactory,Casual/Lightweight,2026-04-18,2026-04-30,30,11
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2024-05-27,2024-06-03,30,7
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2024-06-27,2024-07-11,30,13
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2024-11-06,2024-11-12,30,6
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2024-12-12,2024-12-19,40,7
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2024-12-20,2025-01-02,40,13
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2025-01-26,2025-02-09,30,14
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2025-03-13,2025-03-20,30,6
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2025-05-20,2025-05-27,30,6
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2025-06-26,2025-07-10,30,13
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2025-07-22,2025-07-28,30,6
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2025-09-23,2025-10-06,30,13
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2025-12-04,2025-12-11,30,7
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2025-12-18,2026-01-05,30,17
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2026-01-26,2026-02-09,45,14
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2026-03-19,2026-03-26,40,7
1468810,鬼谷八荒 Tale of Immortal,Casual/Lightweight,2026-04-13,2026-04-19,35,5
1332010,Stray,Adventure,2024-05-23,2024-06-03,34,11
1332010,Stray,Adventure,2024-06-27,2024-07-11,40,13
1332010,Stray,Adventure,2024-08-01,2024-08-12,40,11
1332010,Stray,Adventure,2024-10-28,2024-11-04,40,7
1332010,Stray,Adventure,2024-11-27,2024-12-04,40,6
1332010,Stray,Adventure,2024-12-05,2025-01-02,40,28
1332010,Stray,Adventure,2025-01-18,2025-01-25,40,7
1332010,Stray,Adventure,2025-02-24,2025-03-03,40,7
1332010,Stray,Adventure,2025-03-13,2025-03-20,40,6
1332010,Stray,Adventure,2025-04-12,2025-04-26,40,14
1332010,Stray,Adventure,2025-05-26,2025-06-09,40,14
1332010,Stray,Adventure,2025-06-27,2025-07-24,40,27
1332010,Stray,Adventure,2025-08-23,2025-09-06,40,13
1332010,Stray,Adventure,2025-09-29,2025-10-20,40,20
1332010,Stray,Adventure,2025-11-19,2025-12-03,40,13
1332010,Stray,Adventure,2025-12-18,2026-01-19,40,31
1332010,Stray,Adventure,2026-02-22,2026-03-07,40,13
1332010,Stray,Adventure,2026-03-19,2026-03-26,40,6
1332010,Stray,Adventure,2026-04-06,2026-04-20,40,13
1426210,It Takes Two,Adventure,2024-06-27,2024-07-11,65,13
1426210,It Takes Two,Adventure,2024-07-24,2024-07-30,65,6
1426210,It Takes Two,Adventure,2024-08-29,2024-09-12,70,14
1426210,It Takes Two,Adventure,2024-10-28,2024-11-11,65,13
1426210,It Takes Two,Adventure,2024-11-27,2024-12-04,75,6
1426210,It Takes Two,Adventure,2024-12-11,2025-01-02,80,22
1426210,It Takes Two,Adventure,2025-01-27,2025-02-10,80,14
1426210,It Takes Two,Adventure,2025-03-14,2025-03-27,70,13
1426210,It Takes Two,Adventure,2025-05-01,2025-05-15,65,13
1426210,It Takes Two,Adventure,2025-06-20,2025-07-10,75,20
1426210,It Takes Two,Adventure,2025-07-28,2025-08-11,70,13
1426210,It Takes Two,Adventure,2025-09-11,2025-09-25,75,14
1426210,It Takes Two,Adventure,2025-09-29,2025-10-06,75,6
1426210,It Takes Two,Adventure,2025-11-20,2025-12-04,75,13
1426210,It Takes Two,Adventure,2025-12-18,2026-01-12,80,24
1426210,It Takes Two,Adventure,2026-02-11,2026-02-25,80,14
1426210,It Takes Two,Adventure,2026-03-19,2026-03-26,80,7
1426210,It Takes Two,Adventure,2026-04-23,2026-05-07,65,13
870780,Control,Adventure,2024-06-13,2024-07-11,75,28
870780,Control,Adventure,2024-08-12,2024-08-19,75,6
870780,Control,Adventure,2024-09-19,2024-10-03,80,13
870780,Control,Adventure,2024-11-04,2024-11-11,80,7
870780,Control,Adventure,2024-11-27,2024-12-04,80,6
870780,Control,Adventure,2024-12-12,2025-01-02,80,21
870780,Control,Adventure,2025-03-13,2025-03-20,75,6
870780,Control,Adventure,2025-04-21,2025-04-28,70,7
870780,Control,Adventure,2025-06-02,2025-06-09,85,7
870780,Control,Adventure,2025-06-27,2025-07-10,85,13
870780,Control,Adventure,2025-07-14,2025-07-21,85,7
870780,Control,Adventure,2025-08-24,2025-08-31,90,6
870780,Control,Adventure,2025-09-29,2025-10-06,90,6
870780,Control,Adventure,2025-10-27,2025-11-03,90,7
870780,Control,Adventure,2025-12-08,2025-12-15,85,6
870780,Control,Adventure,2025-12-18,2026-01-05,85,17
870780,Control,Adventure,2026-01-20,2026-01-27,90,6
870780,Control,Adventure,2026-03-19,2026-03-26,90,7
870780,Control,Adventure,2026-04-17,2026-04-24,90,6
1057090,Ori and the Will of the Wisps,Adventure,2024-06-09,2024-06-23,67,14
1057090,Ori and the Will of the Wisps,Adventure,2024-06-27,2024-07-11,67,13
1057090,Ori and the Will of the Wisps,Adventure,2024-09-20,2024-09-27,67,6
1057090,Ori and the Will of the Wisps,Adventure,2024-11-27,2024-12-04,67,6
1057090,Ori and the Will of the Wisps,Adventure,2024-12-20,2025-01-02,67,13
1057090,Ori and the Will of the Wisps,Adventure,2025-01-20,2025-02-03,75,13
1057090,Ori and the Will of the Wisps,Adventure,2025-03-05,2025-03-13,67,8
1057090,Ori and the Will of the Wisps,Adventure,2025-03-14,2025-03-20,67,5
1057090,Ori and the Will of the Wisps,Adventure,2025-04-24,2025-05-08,67,14
1057090,Ori and the Will of the Wisps,Adventure,2025-06-07,2025-06-16,67,8
1057090,Ori and the Will of the Wisps,Adventure,2025-06-27,2025-07-10,67,13
1057090,Ori and the Will of the Wisps,Adventure,2025-09-29,2025-10-06,75,7
1057090,Ori and the Will of the Wisps,Adventure,2025-11-21,2025-12-02,75,11
1057090,Ori and the Will of the Wisps,Adventure,2025-12-18,2026-01-05,75,17
1057090,Ori and the Will of the Wisps,Adventure,2026-01-21,2026-02-02,67,12
1057090,Ori and the Will of the Wisps,Adventure,2026-03-19,2026-03-26,75,7
1057090,Ori and the Will of the Wisps,Adventure,2026-04-16,2026-04-30,75,13
294100,RimWorld,Strategy/Simulation,2024-06-27,2024-07-11,20,13
294100,RimWorld,Strategy/Simulation,2024-07-15,2024-07-29,20,14
294100,RimWorld,Strategy/Simulation,2024-10-04,2024-10-18,20,14
294100,RimWorld,Strategy/Simulation,2024-11-27,2024-12-04,20,6
294100,RimWorld,Strategy/Simulation,2024-12-19,2025-01-02,20,13
294100,RimWorld,Strategy/Simulation,2025-01-23,2025-02-06,20,14
294100,RimWorld,Strategy/Simulation,2025-03-13,2025-03-20,20,6
294100,RimWorld,Strategy/Simulation,2025-03-24,2025-04-07,20,14
294100,RimWorld,Strategy/Simulation,2025-05-14,2025-05-21,20,6
294100,RimWorld,Strategy/Simulation,2025-06-27,2025-07-24,20,27
294100,RimWorld,Strategy/Simulation,2025-09-29,2025-10-06,20,6
294100,RimWorld,Strategy/Simulation,2025-10-10,2025-10-24,20,14
294100,RimWorld,Strategy/Simulation,2025-11-24,2025-12-01,20,6
294100,RimWorld,Strategy/Simulation,2025-12-18,2026-01-05,20,17
294100,RimWorld,Strategy/Simulation,2026-02-10,2026-02-24,20,13
294100,RimWorld,Strategy/Simulation,2026-03-19,2026-03-26,20,7
294100,RimWorld,Strategy/Simulation,2026-04-17,2026-04-24,20,7
